name,record,wins,losses,draws,height,weight,reach,stance,dob,strikes_landed_per_min,striking_accuracy,strikes_absorbed_per_min,striking_defense,takedown_average,takedown_accuracy,takedown_defense,submission_average,fighter_url,height_inches,weight_lbs,reach_inches,dob_parsed,total_fights,win_percentage
Tom Nolan,10-1-0,10.0,1.0,0.0,"6' 3""",155 lbs.,"73""",Southpaw,"Mar 08, 2000",5.87,0.0,4.73,0.48,0.0,0.22,0.71,0.0,http://ufcstats.com/fighter-details/6c3b2525436cf5d4,75.0,155.0,73.0,2000-03-08,11.0,0.9090909090909091
Sumudaerji,18-7-0,18.0,7.0,0.0,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996",4.48,0.0,2.39,0.6,0.0,0.11,0.71,0.0,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,68.0,125.0,72.0,1996-01-20,25.0,0.72
Jon Jones,28-1-0 (1 NC),28.0,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/07f72a2a7591b409,0.0,0.0,0.0,,29.0,0.9655172413793104
Tim Elliott,22-13-1,22.0,13.0,1.0,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",3.37,0.0,2.65,0.57,0.0,0.47,0.59,0.0,http://ufcstats.com/fighter-details/c96d9178c9ed9e62,67.0,125.0,66.0,1986-12-24,36.0,0.6111111111111112
Marc-Andre Barriault,17-10-0 (1 NC),17.0,10.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,0.0,0.0,0.0,,27.0,0.6296296296296297
Westin Wilson,17-10-0,17.0,10.0,0.0,"6' 1""",145 lbs.,"73""",Southpaw,"Jan 24, 1989",1.57,0.0,6.71,0.3,0.0,0.16,0.33,0.0,http://ufcstats.com/fighter-details/7b3503352cd53abb,73.0,145.0,73.0,1989-01-24,27.0,0.6296296296296297
Ricardo Ramos,17-8-0,17.0,8.0,0.0,"5' 9""",145 lbs.,"72""",Orthodox,"Aug 01, 1995",2.91,0.0,3.97,0.54,0.0,0.57,0.67,0.0,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,69.0,145.0,72.0,1995-08-01,25.0,0.68
Nurullo Aliev,11-0-0,11.0,0.0,0.0,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 08, 2000",2.72,0.0,1.63,0.58,0.0,0.43,0.8,0.0,http://ufcstats.com/fighter-details/ca28cdf526d6b6e9,70.0,155.0,72.0,2000-12-08,11.0,1.0
Aoriqileng,26-12-0 (1 NC),26.0,12.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,0.0,0.0,0.0,,38.0,0.6842105263157895
Gabriel Miranda,17-8-0,17.0,8.0,0.0,"5' 11""",145 lbs.,"71""",Orthodox,"Mar 25, 1990",3.23,0.0,6.01,0.37,0.0,0.38,0.0,0.0,http://ufcstats.com/fighter-details/b909a9a9688b5284,71.0,145.0,71.0,1990-03-25,25.0,0.68
Joaquim Silva,14-6-0,14.0,6.0,0.0,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989",3.43,0.0,4.17,0.53,0.0,0.5,0.7,0.0,http://ufcstats.com/fighter-details/ae7fe94f117f98cf,68.0,155.0,69.0,1989-02-05,20.0,0.7
Raoni Barcelos,21-5-0,21.0,5.0,0.0,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",4.92,0.0,4.4,0.61,0.0,0.31,0.87,0.0,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,67.0,135.0,67.0,1987-05-01,26.0,0.8076923076923077
Curtis Blaydes,19-5-0 (1 NC),19.0,5.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/fa6796c55d6c5440,0.0,0.0,0.0,,24.0,0.7916666666666666
Kevin Holland,28-15-0 (1 NC),28.0,15.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/3a46b268013afede,0.0,0.0,0.0,,43.0,0.6511627906976745
Priscila Cachoeira,13-7-0,13.0,7.0,0.0,"5' 7""",135 lbs.,"65""",Orthodox,"Aug 19, 1988",4.11,0.0,7.23,0.43,0.0,0.33,0.67,0.0,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,67.0,135.0,65.0,1988-08-19,20.0,0.65
Rodrigo Sezinando,9-2-0,9.0,2.0,0.0,"5' 9""",170 lbs.,"71""",Orthodox,"Dec 11, 1997",2.25,0.0,8.76,0.42,0.0,0.25,0.66,0.0,http://ufcstats.com/fighter-details/c06d6b18862f9a53,69.0,170.0,71.0,1997-12-11,11.0,0.8181818181818182
Jean Matsumoto,17-1-0,17.0,1.0,0.0,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 09, 1999",5.43,0.0,5.43,0.48,0.0,0.41,0.53,0.0,http://ufcstats.com/fighter-details/ffd3224638c01b57,66.0,135.0,68.0,1999-09-09,18.0,0.9444444444444444
Irina Alekseeva,5-4-0,5.0,4.0,0.0,"5' 8""",135 lbs.,"67""",Orthodox,"Jun 27, 1990",3.42,0.0,5.02,0.45,0.0,0.2,0.5,0.0,http://ufcstats.com/fighter-details/103e2e33a60683e1,68.0,135.0,67.0,1990-06-27,9.0,0.5555555555555556
Israel Adesanya,24-5-0,24.0,5.0,0.0,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989",4.02,0.0,3.2,0.55,0.0,0.11,0.76,0.0,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,76.0,185.0,80.0,1989-07-22,29.0,0.8275862068965517
Anthony Hernandez,15-2-0 (1 NC),15.0,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/093e1f5bb73850be,0.0,0.0,0.0,,17.0,0.8823529411764706
Jamahal Hill,12-4-0 (1 NC),12.0,4.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5444c5a201d3ee5a,0.0,0.0,0.0,,16.0,0.75
JunYong Park,19-7-0,19.0,7.0,0.0,"5' 10""",185 lbs.,"73""",Orthodox,"Feb 27, 1991",4.64,0.0,3.82,0.51,0.0,0.42,0.54,0.0,http://ufcstats.com/fighter-details/285ae0b4a68221f4,70.0,185.0,73.0,1991-02-27,26.0,0.7307692307692307
Quillan Salkilld,10-1-0,10.0,1.0,0.0,"6' 0""",155 lbs.,"75""",Orthodox,"Dec 28, 1999",5.49,0.0,3.5,0.43,0.0,0.34,0.1,0.0,http://ufcstats.com/fighter-details/17734443a833cdf7,72.0,155.0,75.0,1999-12-28,11.0,0.9090909090909091
Belal Muhammad,24-5-0 (1 NC),24.0,5.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b1b0729d27936f2f,0.0,0.0,0.0,,29.0,0.8275862068965517
Alice Pereira,6-1-0,6.0,1.0,0.0,"5' 8""",135 lbs.,"71""",Orthodox,"Dec 20, 2005",2.47,0.0,3.0,0.72,0.0,0.0,0.1,0.0,http://ufcstats.com/fighter-details/81d2c551886bd5a1,68.0,135.0,71.0,2005-12-20,7.0,0.8571428571428571
Paul Craig,17-10-1 (1 NC),17.0,10.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/eabf206b162b3b83,0.0,0.0,0.0,,27.0,0.6296296296296297
Niko Price,16-9-0 (2 NC),16.0,9.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d8da10db80131bec,0.0,0.0,0.0,,25.0,0.64
Daniel Marcos,18-1-0 (1 NC),18.0,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/850266b3dc4e506e,0.0,0.0,0.0,,19.0,0.9473684210526315
Chris Weidman,16-8-0,16.0,8.0,0.0,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",3.11,0.0,3.37,0.51,0.0,0.42,0.72,0.0,http://ufcstats.com/fighter-details/3a8176e15b9887c1,74.0,185.0,78.0,1984-06-17,24.0,0.6666666666666666
Brogan Walker,8-5-0,8.0,5.0,0.0,"5' 4""",125 lbs.,"67""",Switch,"Aug 02, 1988",1.84,0.0,3.32,0.47,0.0,0.75,0.11,0.0,http://ufcstats.com/fighter-details/4333a8e70a672eb7,64.0,125.0,67.0,1988-08-02,13.0,0.6153846153846154
Jared Gordon,21-8-0 (1 NC),21.0,8.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7026eca45f65377b,0.0,0.0,0.0,,29.0,0.7241379310344828
Vince Morales,16-10-0,16.0,10.0,0.0,"5' 7""",135 lbs.,"70""",Orthodox,"Nov 12, 1990",3.57,0.0,4.0,0.53,0.0,0.4,0.58,0.0,http://ufcstats.com/fighter-details/37098a6e6c27fb66,67.0,135.0,70.0,1990-11-12,26.0,0.6153846153846154
Caio Borralho,17-2-0 (1 NC),17.0,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4126a78111c0855a,0.0,0.0,0.0,,19.0,0.8947368421052632
Sodiq Yusuff,13-5-0,13.0,5.0,0.0,"5' 9""",155 lbs.,"71""",Orthodox,"May 19, 1993",5.27,0.0,4.29,0.53,0.0,0.23,0.62,0.0,http://ufcstats.com/fighter-details/94426bb170c88115,69.0,155.0,71.0,1993-05-19,18.0,0.7222222222222222
Andre Lima,11-0-0,11.0,0.0,0.0,"5' 7""",125 lbs.,"67""",Orthodox,"Feb 04, 1999",4.06,0.0,2.49,0.57,0.0,0.75,0.75,0.0,http://ufcstats.com/fighter-details/b1f21ce050035d58,67.0,125.0,67.0,1999-02-04,11.0,1.0
Song Yadong,22-8-1 (1 NC),22.0,8.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/efb96bf3e9ada36f,0.0,0.0,0.0,,30.0,0.7333333333333333
Denzel Freeman,7-1-0,7.0,1.0,0.0,"6' 1""",265 lbs.,"77""",Southpaw,"Nov 10, 1991",3.27,0.0,2.07,0.61,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b5c19c34f12c917e,73.0,265.0,77.0,1991-11-10,8.0,0.875
Joe Solecki,13-6-0,13.0,6.0,0.0,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",1.97,0.0,1.85,0.5,0.0,0.48,0.14,0.0,http://ufcstats.com/fighter-details/af65aa688d13eedf,69.0,155.0,70.0,1993-08-27,19.0,0.6842105263157895
Thiago Moises,19-9-0,19.0,9.0,0.0,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",2.48,0.0,4.08,0.53,0.0,0.35,0.52,0.0,http://ufcstats.com/fighter-details/d945aae53e3e54e6,69.0,155.0,70.0,1995-03-23,28.0,0.6785714285714286
Michel Pereira,31-14-0 (2 NC),31.0,14.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/595db60957de51d3,0.0,0.0,0.0,,45.0,0.6888888888888889
Waldo Cortes Acosta,16-2-0,16.0,2.0,0.0,"6' 4""",260 lbs.,"78""",Orthodox,"Oct 03, 1991",5.55,0.0,3.53,0.55,0.0,0.5,0.72,0.0,http://ufcstats.com/fighter-details/fc08099550072fe4,76.0,260.0,78.0,1991-10-03,18.0,0.8888888888888888
Sean Brady,18-2-0,18.0,2.0,0.0,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",3.96,0.0,3.05,0.59,0.0,0.53,0.86,0.0,http://ufcstats.com/fighter-details/45f7cb591c3ab00b,70.0,170.0,72.0,1992-11-23,20.0,0.9
Farid Basharat,14-0-0,14.0,0.0,0.0,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 02, 1997",4.05,0.0,2.47,0.6,0.0,0.47,0.72,0.0,http://ufcstats.com/fighter-details/a09ed60aa67a3f67,68.0,135.0,71.0,1997-08-02,14.0,1.0
Pedro Munhoz,20-10-0 (2 NC),20.0,10.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6bd02119599741a4,0.0,0.0,0.0,,30.0,0.6666666666666666
Mario Pinto,11-0-0,11.0,0.0,0.0,"6' 5""",265 lbs.,"79""",Orthodox,"Mar 14, 1998",3.39,0.0,2.42,0.53,0.0,0.6,0.1,0.0,http://ufcstats.com/fighter-details/39d309957c5c210d,77.0,265.0,79.0,1998-03-14,11.0,1.0
Robert Bryczek,18-6-0,18.0,6.0,0.0,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 04, 1990",3.74,0.0,4.08,0.59,0.0,0.1,0.85,0.0,http://ufcstats.com/fighter-details/f96856f9d69fd7e4,72.0,185.0,75.0,1990-07-04,24.0,0.75
Valter Walker,15-1-0,15.0,1.0,0.0,"6' 6""",244 lbs.,"78""",Orthodox,"Dec 14, 1997",2.0,0.0,2.85,0.42,0.0,0.69,0.0,0.0,http://ufcstats.com/fighter-details/f5779a2303ed76ec,78.0,244.0,78.0,1997-12-14,16.0,0.9375
Sedriques Dumas,10-4-0 (1 NC),10.0,4.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4e6738062d469256,0.0,0.0,0.0,,14.0,0.7142857142857143
Bryan Battle,13-2-0 (1 NC),13.0,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f626118b6da0e020,0.0,0.0,0.0,,15.0,0.8666666666666667
Mark Choinski,8-1-0,8.0,1.0,0.0,"5' 8""",155 lbs.,"69""",Orthodox,"Oct 22, 1995",3.87,0.0,7.33,0.33,0.0,0.18,0.0,0.0,http://ufcstats.com/fighter-details/001eb2ab0f30e7ea,68.0,155.0,69.0,1995-10-22,9.0,0.8888888888888888
Bia Mesquita,6-0-0,6.0,0.0,0.0,"5' 4""",135 lbs.,"67""",Orthodox,"Apr 07, 1991",4.98,0.0,0.83,0.73,0.0,0.66,0.0,0.0,http://ufcstats.com/fighter-details/eff9074bc066f0f2,64.0,135.0,67.0,1991-04-07,6.0,1.0
Gilbert Burns,22-9-0,22.0,9.0,0.0,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986",3.15,0.0,3.64,0.52,0.0,0.37,0.53,0.0,http://ufcstats.com/fighter-details/23024fdfc966410a,70.0,170.0,71.0,1986-07-20,31.0,0.7096774193548387
Rodolfo Vieira,11-4-0,11.0,4.0,0.0,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989",3.55,0.0,4.38,0.49,0.0,0.21,0.75,0.0,http://ufcstats.com/fighter-details/260e9e0d4954aea6,72.0,185.0,73.0,1989-09-25,15.0,0.7333333333333333
Esteban Ribovics,15-2-0,15.0,2.0,0.0,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 27, 1996",8.09,0.0,6.3,0.54,0.0,0.66,0.7,0.0,http://ufcstats.com/fighter-details/323d4ca260dfa0ba,70.0,155.0,69.0,1996-04-27,17.0,0.8823529411764706
Gabriel Santos,12-2-0,12.0,2.0,0.0,"5' 9""",145 lbs.,"70""",Orthodox,"Nov 28, 1996",4.35,0.0,4.31,0.45,0.0,0.54,0.87,0.0,http://ufcstats.com/fighter-details/f2f140ce7532e327,69.0,145.0,70.0,1996-11-28,14.0,0.8571428571428571
Tainara Lisboa,7-4-0,7.0,4.0,0.0,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 02, 1991",2.01,0.0,2.88,0.45,0.0,0.31,0.53,0.0,http://ufcstats.com/fighter-details/2c5f5749569eef66,67.0,135.0,67.0,1991-03-02,11.0,0.6363636363636364
Jose Aldo,32-10-0,32.0,10.0,0.0,"5' 7""",135 lbs.,"70""",Orthodox,"Sep 09, 1986",3.65,0.0,3.81,0.6,0.0,0.51,0.92,0.0,http://ufcstats.com/fighter-details/d0f3959b4a9747e6,67.0,135.0,70.0,1986-09-09,42.0,0.7619047619047619
HyunSung Park,10-2-0,10.0,2.0,0.0,"5' 7""",125 lbs.,"66""",Orthodox,"Nov 04, 1995",3.38,0.0,3.14,0.55,0.0,0.31,0.47,0.0,http://ufcstats.com/fighter-details/b671bdf981ad527d,67.0,125.0,66.0,1995-11-04,12.0,0.8333333333333334
Leon Edwards,22-6-0 (1 NC),22.0,6.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f1fac969a1d70b08,0.0,0.0,0.0,,28.0,0.7857142857142857
Angela Hill,18-16-0,18.0,16.0,0.0,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",5.37,0.0,5.02,0.6,0.0,0.3,0.72,0.0,http://ufcstats.com/fighter-details/f0feeb2192937424,63.0,115.0,64.0,1985-01-12,34.0,0.5294117647058824
Rafael Dos Anjos,32-17-0,32.0,17.0,0.0,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",3.48,0.0,3.23,0.6,0.0,0.35,0.54,0.0,http://ufcstats.com/fighter-details/6a2f7c151031653d,68.0,170.0,70.0,1984-10-26,49.0,0.6530612244897959
Beneil Dariush,23-7-1,23.0,7.0,1.0,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",3.78,0.0,2.62,0.57,0.0,0.38,0.82,0.0,http://ufcstats.com/fighter-details/08af939f41b5a57b,70.0,155.0,72.0,1989-05-06,31.0,0.7419354838709677
Stephen Thompson,17-9-1,17.0,9.0,1.0,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",4.05,0.0,3.0,0.54,0.0,0.35,0.63,0.0,http://ufcstats.com/fighter-details/4a28cb716c19157a,72.0,170.0,75.0,1983-02-11,27.0,0.6296296296296297
Ismael Bonfim,20-6-0,20.0,6.0,0.0,"5' 8""",155 lbs.,"71""",Orthodox,"Dec 28, 1995",5.51,0.0,3.71,0.65,0.0,0.33,0.76,0.0,http://ufcstats.com/fighter-details/eb393afdbe3293d5,68.0,155.0,71.0,1995-12-28,26.0,0.7692307692307693
Garrett Armfield,10-5-0,10.0,5.0,0.0,"5' 6""",135 lbs.,"70""",Orthodox,"Oct 09, 1996",5.35,0.0,3.64,0.56,0.0,0.5,0.64,0.0,http://ufcstats.com/fighter-details/1effd880e1f1bb30,66.0,135.0,70.0,1996-10-09,15.0,0.6666666666666666
Trevin Giles,16-7-0,16.0,7.0,0.0,"6' 0""",170 lbs.,"74""",Orthodox,"Aug 06, 1992",3.17,0.0,2.39,0.58,0.0,0.5,0.72,0.0,http://ufcstats.com/fighter-details/b27a1fcb56a3035a,72.0,170.0,74.0,1992-08-06,23.0,0.6956521739130435
Joel Alvarez,23-3-0,23.0,3.0,0.0,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1993",4.78,0.0,3.07,0.54,0.0,0.33,0.47,0.0,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,75.0,155.0,77.0,1993-03-02,26.0,0.8846153846153846
Tofiq Musayev,22-6-0,22.0,6.0,0.0,"5' 9""",155 lbs.,"69""",Orthodox,"Dec 15, 1989",0.44,0.0,0.44,0.71,0.0,0.0,0.4,0.0,http://ufcstats.com/fighter-details/ae81a3ac7b260411,69.0,155.0,69.0,1989-12-15,28.0,0.7857142857142857
Benardo Sopaj,12-3-0,12.0,3.0,0.0,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 25, 2000",4.24,0.0,4.88,0.49,0.0,0.71,0.76,0.0,http://ufcstats.com/fighter-details/b6c37948cb226e8c,66.0,135.0,66.0,2000-09-25,15.0,0.8
Michael Chandler,23-10-0,23.0,10.0,0.0,"5' 8""",155 lbs.,"71""",Orthodox,"Apr 24, 1986",4.04,0.0,4.52,0.43,0.0,0.41,0.61,0.0,http://ufcstats.com/fighter-details/4b93a88f3b1de35b,68.0,155.0,71.0,1986-04-24,33.0,0.696969696969697
Billy Ray Goff,9-4-0,9.0,4.0,0.0,"5' 10""",170 lbs.,"72""",Switch,"Jun 18, 1998",7.51,0.0,5.02,0.59,0.0,0.16,0.66,0.0,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,70.0,170.0,72.0,1998-06-18,13.0,0.6923076923076923
Jessica Andrade,26-15-0,26.0,15.0,0.0,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991",6.37,0.0,5.58,0.54,0.0,0.54,0.75,0.0,http://ufcstats.com/fighter-details/6a1901c62ab3870f,61.0,115.0,62.0,1991-09-25,41.0,0.6341463414634146
Charles Johnson,18-7-0,18.0,7.0,0.0,"5' 9""",125 lbs.,"70""",Switch,"Jan 10, 1991",4.73,0.0,3.78,0.56,0.0,0.2,0.66,0.0,http://ufcstats.com/fighter-details/814e5233e2acf2ee,69.0,125.0,70.0,1991-01-10,25.0,0.72
Khalil Rountree Jr.,15-7-0 (1 NC),15.0,7.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/749f572d1d3161fb,0.0,0.0,0.0,,22.0,0.6818181818181818
Andre Muniz,24-8-0,24.0,8.0,0.0,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",2.08,0.0,2.46,0.51,0.0,0.48,0.35,0.0,http://ufcstats.com/fighter-details/886264a0c9f4ea5e,73.0,185.0,78.0,1990-02-17,32.0,0.75
Michael Aswell Jr.,11-3-0,11.0,3.0,0.0,"5' 8""",145 lbs.,"69""",Orthodox,"Sep 27, 2000",9.56,0.0,7.79,0.54,0.0,0.0,0.57,0.0,http://ufcstats.com/fighter-details/01c9e4013afce141,68.0,145.0,69.0,2000-09-27,14.0,0.7857142857142857
Gilbert Urbina,7-5-0,7.0,5.0,0.0,"6' 3""",170 lbs.,"75""",Orthodox,"Apr 05, 1996",5.57,0.0,4.62,0.44,0.0,0.44,0.0,0.0,http://ufcstats.com/fighter-details/b12fb759e02378de,75.0,170.0,75.0,1996-04-05,12.0,0.5833333333333334
Ozzy Diaz,10-3-0,10.0,3.0,0.0,"6' 4""",185 lbs.,"79""",Orthodox,"Nov 22, 1990",6.44,0.0,7.23,0.59,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/6967153c7edb4d87,76.0,185.0,79.0,1990-11-22,13.0,0.7692307692307693
Amanda Ribas,13-7-0,13.0,7.0,0.0,"5' 4""",115 lbs.,"66""",Orthodox,"Aug 26, 1993",4.26,0.0,3.29,0.6,0.0,0.52,0.82,0.0,http://ufcstats.com/fighter-details/beecb672a279223e,64.0,115.0,66.0,1993-08-26,20.0,0.65
Danny Silva,10-2-0,10.0,2.0,0.0,"5' 11""",145 lbs.,"70""",Switch,"Jan 30, 1997",6.67,0.0,7.47,0.61,0.0,0.33,0.81,0.0,http://ufcstats.com/fighter-details/d964a59c48381cb6,71.0,145.0,70.0,1997-01-30,12.0,0.8333333333333334
Javid Basharat,14-2-0 (1 NC),14.0,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/bbab3baf66128ae2,0.0,0.0,0.0,,16.0,0.875
Seokhyeon Ko,13-2-0,13.0,2.0,0.0,"5' 10""",170 lbs.,"71""",Southpaw,"Sep 24, 1993",2.73,0.0,1.42,0.58,0.0,0.63,0.75,0.0,http://ufcstats.com/fighter-details/4a07b1988477502c,70.0,170.0,71.0,1993-09-24,15.0,0.8666666666666667
Miles Johns,15-5-0 (1 NC),15.0,5.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/46e0d677f91bacc0,0.0,0.0,0.0,,20.0,0.75
Julia Polastri,14-5-0,14.0,5.0,0.0,"5' 2""",115 lbs.,"64""",Orthodox,"Mar 05, 1998",6.4,0.0,5.4,0.57,0.0,0.8,0.6,0.0,http://ufcstats.com/fighter-details/abb68e3c7ca128f2,62.0,115.0,64.0,1998-03-05,19.0,0.7368421052631579
Davey Grant,17-8-0,17.0,8.0,0.0,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985",5.14,0.0,3.82,0.55,0.0,0.4,0.63,0.0,http://ufcstats.com/fighter-details/113df4fde64735c6,68.0,135.0,69.0,1985-12-18,25.0,0.68
Azamat Murzakanov,16-0-0,16.0,0.0,0.0,"5' 10""",205 lbs.,"71""",Southpaw,"Apr 12, 1989",4.7,0.0,2.86,0.6,0.0,0.15,0.87,0.0,http://ufcstats.com/fighter-details/e90a2f22417af68e,70.0,205.0,71.0,1989-04-12,16.0,1.0
Veronica Hardy,10-5-1,10.0,5.0,1.0,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995",3.06,0.0,3.24,0.5,0.0,0.41,0.51,0.0,http://ufcstats.com/fighter-details/4798e823ada58fe9,64.0,125.0,64.0,1995-10-30,16.0,0.625
Sean Woodson,13-2-1,13.0,2.0,1.0,"6' 2""",145 lbs.,"78""",Orthodox,"Jun 07, 1992",5.57,0.0,4.18,0.58,0.0,0.55,0.84,0.0,http://ufcstats.com/fighter-details/4682bc59d5f55145,74.0,145.0,78.0,1992-06-07,16.0,0.8125
Shauna Bannon,7-2-0,7.0,2.0,0.0,"5' 5""",115 lbs.,"65""",Switch,"Oct 23, 1993",4.32,0.0,3.75,0.45,0.0,0.0,0.4,0.0,http://ufcstats.com/fighter-details/9c442aaf149ea982,65.0,115.0,65.0,1993-10-23,9.0,0.7777777777777778
Andre Fili,25-12-0 (1 NC),25.0,12.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8fd808923cffff82,0.0,0.0,0.0,,37.0,0.6756756756756757
Matt Schnell,17-10-0 (1 NC),17.0,10.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,0.0,0.0,0.0,,27.0,0.6296296296296297
Alexia Thainara,13-1-0,13.0,1.0,0.0,"5' 4""",115 lbs.,"67""",Orthodox,"Nov 20, 1995",4.52,0.0,2.46,0.65,0.0,0.6,0.1,0.0,http://ufcstats.com/fighter-details/545092d13c67aa49,64.0,115.0,67.0,1995-11-20,14.0,0.9285714285714286
Bogdan Guskov,18-3-0,18.0,3.0,0.0,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 12, 1992",4.17,0.0,3.3,0.45,0.0,0.0,0.57,0.0,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,75.0,205.0,76.0,1992-09-12,21.0,0.8571428571428571
John Castaneda,21-8-0,21.0,8.0,0.0,"5' 6""",135 lbs.,"71""",Switch,"Dec 18, 1991",4.42,0.0,4.94,0.53,0.0,0.37,0.73,0.0,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,66.0,135.0,71.0,1991-12-18,29.0,0.7241379310344828
Ailin Perez,12-2-0,12.0,2.0,0.0,"5' 5""",135 lbs.,"66""",Switch,"Oct 05, 1994",3.1,0.0,1.79,0.55,0.0,0.46,0.66,0.0,http://ufcstats.com/fighter-details/06e4245d16fc5315,65.0,135.0,66.0,1994-10-05,14.0,0.8571428571428571
Alatengheili,17-10-2,17.0,10.0,2.0,"5' 5""",135 lbs.,"66""",Orthodox,"Dec 14, 1991",2.82,0.0,5.12,0.57,0.0,0.43,0.75,0.0,http://ufcstats.com/fighter-details/1897b7b913736a7c,65.0,135.0,66.0,1991-12-14,29.0,0.5862068965517241
